№;№(шина);Шифр ОП;Название ОП;Операции;Институт;Статус ОП;Уровень подготовки;Кафедра;Стандарт;Код и наименование УГН;Код направления;Направление подготовки;Год утв. ОП;Руководитель ОП;Администратор сайта ОП;Активная;Годы приёма;Вступительные испытания;Программа вступительных испытаний;Очная форма;Очно-заочная форма;Заочная форма;ФГОС;СУОC;Общая характеристика;Календарный учебный график;Аннотация;Рабочие программы дисциплин;Методические и иные документы;Проходной балл на очную форму;Проходной балл на очно-заочную форму;Проходной балл на заочную форму;Срок освоения по очной форме;Срок освоения по очно-заочной форме;Срок освоения по заочной форме;Сетевая форма;Совместная ОП;На иностранном языке
12984;10169;45.04.02/33.03;Методика преподавания иностранного языка, перевода и межкультурной коммуникации;;Уральский гуманитарный институт;Действующая до завершения срока освоения;Магистр;школа академического и проектного развития (школа);СУОС;45.00.00 Языкознание и литературоведение;'45.04.02';Лингвистика;2020;Томберг Ольга Витальевна;Куманёва Анастасия Андреевна;да;2020, 2021;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;нет;нет;нет
12985;10170;45.04.02/33.04;Перевод и переводоведение;;Уральский гуманитарный институт;Действующая до завершения срока освоения;Магистр;школа академического и проектного развития (школа);СУОС;45.00.00 Языкознание и литературоведение;'45.04.02';Лингвистика;2020;Томберг Ольга Витальевна;Куманёва Анастасия Андреевна;да;2020, 2021;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;нет;нет;нет
12986;10171;45.04.02/33.05;Международная профессиональная коммуникация в евразийском контексте;;Уральский гуманитарный институт;Действующая до завершения срока освоения;Магистр;школа академического и проектного развития (школа);СУОС;45.00.00 Языкознание и литературоведение;'45.04.02';Лингвистика;2020;Томберг Ольга Витальевна;Куманёва Анастасия Андреевна;да;2020, 2021;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;нет;нет;нет
12823;10009;45.04.02/12.02;Лингвистическое сопровождение международной и внешнеэкономической деятельности;;Уральский гуманитарный институт;Действующая до завершения срока освоения;Магистр;лингвистики и профессиональной коммуникации на иностранных языках;ФГОС ВО;45.00.00 Языкознание и литературоведение;'45.04.02';Лингвистика;2019;Томберг Ольга Витальевна;Куманёва Анастасия Андреевна;да;2019;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2.6;0;нет;нет;нет
9096;8628;45.04.02/05.01;Перевод и переводоведение;;Уральский гуманитарный институт;Действующая до завершения срока освоения;Магистр;иностранных языков и перевода;ФГОС ВО;45.00.00 Языкознание и литературоведение;'45.04.02';Лингвистика;2014;Томберг Ольга Витальевна;Куманёва Анастасия Андреевна;да;2017, 2018, 2019;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;нет;нет;нет
9097;8629;45.04.02/03.02;Переводческое обеспечение международной и внешнеэкономической деятельности;;Уральский гуманитарный институт;Действующая до завершения срока освоения;Магистр;лингвистики и профессиональной коммуникации на иностранных языках;ФГОС ВО;45.00.00 Языкознание и литературоведение;'45.04.02';Лингвистика;2014;Томберг Ольга Витальевна;Куманёва Анастасия Андреевна;да;2016, 2017, 2018;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2.6;0;нет;нет;нет
8881;8504;45.04.02/01.02;Иностранные языки и межкультурная коммуникация;;Уральский гуманитарный институт;Действующая до завершения срока освоения;Магистр;лингвистики и профессиональной коммуникации на иностранных языках;ФГОС ВО;45.00.00 Языкознание и литературоведение;'45.04.02';Лингвистика;2014;Томберг Ольга Витальевна;Куманёва Анастасия Андреевна;да;2016, 2017, 2018;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2.6;0;нет;нет;нет
11806;8862;45.04.02/07.01;Международная профессиональная коммуникация в евразийском контексте;;Уральский гуманитарный институт;Действующая до завершения срока освоения;Магистр;иностранных языков и перевода;ФГОС ВО;45.00.00 Языкознание и литературоведение;'45.04.02';Лингвистика;2016;Томберг Ольга Витальевна;Куманёва Анастасия Андреевна;да;2016, 2017, 2018, 2019;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.6;да;нет;нет
11880;8950;45.04.02/10.01;Устный перевод, межкультурная коммуникация и когнитивная лингвистика;;Уральский гуманитарный институт;Действующая до завершения срока освоения;Магистр;иностранных языков;ФГОС ВО;45.00.00 Языкознание и литературоведение;'45.04.02';Лингвистика;2016;Томберг Ольга Витальевна;Куманёва Анастасия Андреевна;да;2017, 2018, 2019;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;нет;нет;нет
12007;9077;45.04.02/11.02;Методика преподавания иностранного языка, перевода и межкультурной коммуникации;;Уральский гуманитарный институт;Действующая до завершения срока освоения;Магистр;иностранных языков и перевода;ФГОС ВО;45.00.00 Языкознание и литературоведение;'45.04.02';Лингвистика;2016;Томберг Ольга Витальевна;Куманёва Анастасия Андреевна;да;2017, 2018, 2019;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;нет;нет;нет
11836;8900;39.04.01/03.02;Социально-профессиональные стратегии молодежи;;Уральский гуманитарный институт;Действующая до завершения срока освоения;Магистр;прикладной социологии;ФГОС ВО;39.00.00 Социология и социальная работа;'39.04.01';Социология;2017;Абрамова Софья Борисовна;;нет;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;да;нет;нет
12691;9877;51.03.01/33.01;Культурология;;Уральский гуманитарный институт;Действующая до завершения срока освоения;Бакалавр;факультет искусствоведения и социокультурных технологий (департамент);СУОС;51.00.00 Культуроведение и социокультурные проекты;'51.03.01';Культурология;2019;Гудова Юлия Валерьевна;;да;2019, 2020, 2021;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;нет;нет;нет
8959;8546;51.03.01/01.02;Культурология;;Уральский гуманитарный институт;Действующая до завершения срока освоения;Бакалавр;факультет искусствоведения и социокультурных технологий (департамент);ФГОС ВО;51.00.00 Культуроведение и социокультурные проекты;'51.03.01';Культурология;2014;Гудова Юлия Валерьевна;;да;2015, 2016, 2017, 2018;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;5;нет;нет;нет
9353;8909;45.03.01/03.02;Филология;;Уральский гуманитарный институт;Действующая до завершения срока освоения;Бакалавр;филологический факультет (департамент);ФГОС ВО;45.00.00 Языкознание и литературоведение;'45.03.01';Филология;2016;Меньщикова Анна Манасовна;;да;2016, 2017, 2018, 2019;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;нет;нет;нет
11785;8788;45.03.01/01.02;Филология;;Уральский гуманитарный институт;Действующая до завершения срока освоения;Бакалавр;филологический факультет (департамент);ФГОС ВО;45.00.00 Языкознание и литературоведение;'45.03.01';Филология;2014;Меньщикова Анна Манасовна;;нет;2014, 2015;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;5;нет;нет;нет
12960;10145;45.03.01/33.01;Филология;;Уральский гуманитарный институт;Действующая до завершения срока освоения;Бакалавр;филологический факультет (департамент);СУОС;45.00.00 Языкознание и литературоведение;'45.03.01';Филология;2020;Меньщикова Анна Манасовна;;да;2020, 2021;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;нет;нет;нет
13042;10227;42.04.04/33.01;Современная теле- и киноиндустрия;;Уральский гуманитарный институт;Действующая до завершения срока освоения;Магистр;школа академического и проектного развития (школа);СУОС;42.00.00 Средства массовой информации и информационно-библиотечное дело;'42.04.04';Телевидение;2020;Волкоморов Владимир Александрович;Леоненко Евгения Геннадьевна;да;2020, 2021;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;нет;нет;нет
13060;10245;42.04.02/33.02;Теория и методика журналистского творчества;;Уральский гуманитарный институт;Действующая до завершения срока освоения;Магистр;школа академического и проектного развития (школа);СУОС;42.00.00 Средства массовой информации и информационно-библиотечное дело;'42.04.02';Журналистика;2020;Волкоморов Владимир Александрович;Глебович Татьяна Александровна;да;2020, 2021;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;нет;нет;нет
13061;10246;42.04.05/33.02;Проектирование и сопровождение медиапроцессов;;Уральский гуманитарный институт;Действующая до завершения срока освоения;Магистр;школа академического и проектного развития (школа);СУОС;42.00.00 Средства массовой информации и информационно-библиотечное дело;'42.04.05';Медиакоммуникации;2020;Волкоморов Владимир Александрович;Леоненко Евгения Геннадьевна;да;2020, 2021;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;нет;нет;нет
13062;10247;42.04.03/33.02;Управление современным издательским процессом;;Уральский гуманитарный институт;Действующая до завершения срока освоения;Магистр;школа академического и проектного развития (школа);СУОС;42.00.00 Средства массовой информации и информационно-библиотечное дело;'42.04.03';Издательское дело;2020;Волкоморов Владимир Александрович;Промах Лилия Валерьевна;да;2021;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;нет;нет;нет
11840;8905;42.04.03/01.02;Управление современным издательским процессом;;Уральский гуманитарный институт;Действующая до завершения срока освоения;Магистр;издательского дела;ФГОС ВО;42.00.00 Средства массовой информации и информационно-библиотечное дело;'42.04.03';Издательское дело;2015;Волкоморов Владимир Александрович;Промах Лилия Валерьевна;да;2016, 2017, 2018;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2.6;нет;нет;полностью
12042;9105;42.04.05/01.02;Проектирование и сопровождение медиапроцессов;;Уральский гуманитарный институт;Действующая до завершения срока освоения;Магистр;факультет журналистики (департамент);ФГОС ВО;42.00.00 Средства массовой информации и информационно-библиотечное дело;'42.04.05';Медиакоммуникации;2017;Волкоморов Владимир Александрович;Леоненко Евгения Геннадьевна;нет;2017, 2018;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;нет;нет;нет
9255;8728;42.04.02/01.02;Теория и методика журналистского творчества;;Уральский гуманитарный институт;Действующая до завершения срока освоения;Магистр;периодической печати и сетевых изданий;ФГОС ВО;42.00.00 Средства массовой информации и информационно-библиотечное дело;'42.04.02';Журналистика;2014;Волкоморов Владимир Александрович;Глебович Татьяна Александровна;нет;2017, 2018;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;нет;нет;нет
12701;9887;42.04.02/33.01;Теория и методика журналистского творчества;;Уральский гуманитарный институт;Действующая до завершения срока освоения;Магистр;периодической печати и сетевых изданий;СУОС;42.00.00 Средства массовой информации и информационно-библиотечное дело;'42.04.02';Журналистика;2019;Волкоморов Владимир Александрович;Глебович Татьяна Александровна;да;2019;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;нет;нет;нет
12702;9888;42.04.03/33.01;Управление современным издательским процессом;;Уральский гуманитарный институт;Действующая до завершения срока освоения;Магистр;издательского дела;СУОС;42.00.00 Средства массовой информации и информационно-библиотечное дело;'42.04.03';Издательское дело;2019;Волкоморов Владимир Александрович;Промах Лилия Валерьевна;да;2019;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;нет;нет;нет
12703;9889;42.04.05/33.01;Проектирование и сопровождение медиапроцессов;;Уральский гуманитарный институт;Действующая до завершения срока освоения;Магистр;периодической печати и сетевых изданий;СУОС;42.00.00 Средства массовой информации и информационно-библиотечное дело;'42.04.05';Медиакоммуникации;2019;Волкоморов Владимир Александрович;Леоненко Евгения Геннадьевна;да;2019;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;нет;нет;нет
11778;8672;37.03.01/01.02;Психология;;Уральский гуманитарный институт;Действующая до завершения срока освоения;Бакалавр;психологии (департамент);ФГОС ВО;37.00.00 Психологические науки;'37.03.01';Психология;2014;Сергеева Тамара Борисовна;;да;2014, 2015, 2016, 2017, 2018, 2019;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;5;5;да;нет;нет
12958;10143;37.03.01/33.01;Психология;;Уральский гуманитарный институт;Действующая до завершения срока освоения;Бакалавр;психологии (департамент);СУОС;37.00.00 Психологические науки;'37.03.01';Психология;2020;Сергеева Тамара Борисовна;;да;2020, 2021;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;нет;нет;нет
13134;10319;45.05.01/33.01;Лингвистическое обеспечение межгосударственных отношений;;Уральский гуманитарный институт;Действующая до завершения срока освоения;Специалист;лингвистики (департамент);СУОС;45.00.00 Языкознание и литературоведение;'45.05.01';Перевод и переводоведение;2021;Дедюхина Анна Сергеевна;;нет;2021;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;нет;нет;нет
12963;10148;45.03.02/33.03;Современный перевод и переводоведение;;Уральский гуманитарный институт;Действующая до завершения срока освоения;Бакалавр;лингвистики (департамент);СУОС;45.00.00 Языкознание и литературоведение;'45.03.02';Лингвистика;2020;Дедюхина Анна Сергеевна;;да;2020, 2021;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;нет;нет;нет
13045;10230;45.05.01/01.02;Лингвистическое обеспечение межгосударственных отношений;;Уральский гуманитарный институт;Действующая до завершения срока освоения;Специалист;лингвистики (департамент);ФГОС ВО;45.00.00 Языкознание и литературоведение;'45.05.01';Перевод и переводоведение;2020;Дедюхина Анна Сергеевна;;да;2020;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;нет;нет;нет
12001;9071;45.03.02/02.02;Современный перевод и переводоведение;;Уральский гуманитарный институт;Действующая до завершения срока освоения;Бакалавр;лингвистики (департамент);ФГОС ВО;45.00.00 Языкознание и литературоведение;'45.03.02';Лингвистика;2014;Дедюхина Анна Сергеевна;;да;2015, 2016, 2017, 2018, 2019;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;нет;нет;нет
12574;9636;42.03.01/02.02;Коммуникативные технологии в рекламе и связях с общественностью;;Уральский гуманитарный институт;Действующая до завершения срока освоения;Прикладной бакалавриат;филологический факультет (департамент);ФГОС ВО;42.00.00 Средства массовой информации и информационно-библиотечное дело;'42.03.01';Реклама и связи с общественностью;2018;Глазырин Алексей Владимирович;Очеретина Мария Александровна;да;2018;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;нет;нет;нет
12682;9868;42.03.01/33.02;Коммуникативные технологии в рекламе и связях с общественностью;;Уральский гуманитарный институт;Действующая до завершения срока освоения;Бакалавр;филологический факультет (департамент);СУОС;42.00.00 Средства массовой информации и информационно-библиотечное дело;'42.03.01';Реклама и связи с общественностью;2019;Глазырин Алексей Владимирович;Очеретина Мария Александровна;да;2019, 2020, 2021;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;нет;нет;нет
12825;10011;45.04.04/02.02;Цифровая гуманитаристика;;Уральский гуманитарный институт;Действующая до завершения срока освоения;Магистр;фундаментальной и прикладной лингвистики и текстоведения;ФГОС ВО;45.00.00 Языкознание и литературоведение;'45.04.04';Интеллектуальные системы в гуманитарной среде;2019;Спиридонов Дмитрий Владимирович;;да;2019;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;нет;нет;нет
12987;10172;45.04.03/33.01;Теория языка и прикладная лингвистика;;Уральский гуманитарный институт;Действующая до завершения срока освоения;Магистр;фундаментальной и прикладной лингвистики и текстоведения;СУОС;45.00.00 Языкознание и литературоведение;'45.04.03';Фундаментальная и прикладная лингвистика;2020;Спиридонов Дмитрий Владимирович;Воронина Татьяна Михайловна;нет;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;нет;нет;нет
12988;10173;45.04.04/33.01;Цифровая гуманитаристика;;Уральский гуманитарный институт;Действующая до завершения срока освоения;Магистр;школа академического и проектного развития (школа);СУОС;45.00.00 Языкознание и литературоведение;'45.04.04';Интеллектуальные системы в гуманитарной среде;2020;Спиридонов Дмитрий Владимирович;;да;2020, 2021;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;нет;нет;нет
12979;10164;45.04.01/33.01;Мировая литература в современном обществе;;Уральский гуманитарный институт;Действующая до завершения срока освоения;Магистр;школа академического и проектного развития (школа);СУОС;45.00.00 Языкознание и литературоведение;'45.04.01';Филология;2020;Спиридонов Дмитрий Владимирович;Назарова Лариса Александровна;да;2020, 2021;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;нет;нет;нет
12980;10165;45.04.01/33.02;Теория и практика речевой коммуникации;;Уральский гуманитарный институт;Действующая до завершения срока освоения;Магистр;школа академического и проектного развития (школа);СУОС;45.00.00 Языкознание и литературоведение;'45.04.01';Филология;2020;Спиридонов Дмитрий Владимирович;Бортников Владислав Игоревич;да;2020, 2021;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;нет;нет;нет
12981;10166;45.04.01/33.03;Преподавание русского языка как иностранного;;Уральский гуманитарный институт;Действующая до завершения срока освоения;Магистр;школа академического и проектного развития (школа);СУОС;45.00.00 Языкознание и литературоведение;'45.04.01';Филология;2020;Спиридонов Дмитрий Владимирович;Филатова Екатерина Руслановна;да;2020, 2021;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;нет;нет;нет
13064;10249;45.04.03/33.02;Теория языка и прикладная лингвистика;;Уральский гуманитарный институт;Действующая до завершения срока освоения;Магистр;школа академического и проектного развития (школа);СУОС;45.00.00 Языкознание и литературоведение;'45.04.03';Фундаментальная и прикладная лингвистика;2020;Спиридонов Дмитрий Владимирович;Воронина Татьяна Михайловна;да;2020, 2021;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;нет;нет;нет
12030;9098;45.04.01/11.02;Сравнительное языкознание: современные языки в меняющемся мире;;Уральский гуманитарный институт;Действующая до завершения срока освоения;Магистр;русского языка, общего языкознания и речевой коммуникации;ФГОС ВО;45.00.00 Языкознание и литературоведение;'45.04.01';Филология;2017;Спиридонов Дмитрий Владимирович;Рут Мария Эдуардовна;нет;2017, 2018;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;нет;нет;нет
12027;9095;45.04.01/10.02;Мировая литература в современном обществе;;Уральский гуманитарный институт;Действующая до завершения срока освоения;Магистр;русской и зарубежной литературы;ФГОС ВО;45.00.00 Языкознание и литературоведение;'45.04.01';Филология;2017;Спиридонов Дмитрий Владимирович;Назарова Лариса Александровна;да;2017, 2018, 2019;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;нет;нет;нет
8887;8509;45.04.04/01.02;Интеллектуальные системы и когнитивные исследования;;Уральский гуманитарный институт;Действующая до завершения срока освоения;Магистр;онтологии и теории познания;ФГОС ВО;45.00.00 Языкознание и литературоведение;'45.04.04';Интеллектуальные системы в гуманитарной среде;2014;Спиридонов Дмитрий Владимирович;;нет;2017, 2018, 2019;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;нет;нет;нет
9256;8729;45.04.01/07.02;Теория и практика речевой коммуникации;;Уральский гуманитарный институт;Действующая до завершения срока освоения;Магистр;русского языка, общего языкознания и речевой коммуникации;ФГОС ВО;45.00.00 Языкознание и литературоведение;'45.04.01';Филология;2014;Спиридонов Дмитрий Владимирович;Бортников Владислав Игоревич;да;2017, 2018, 2019;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;нет;нет;нет
9260;8733;45.04.03/01.02;Теория языка и прикладная лингвистика;;Уральский гуманитарный институт;Действующая до завершения срока освоения;Магистр;фундаментальной и прикладной лингвистики и текстоведения;ФГОС ВО;45.00.00 Языкознание и литературоведение;'45.04.03';Фундаментальная и прикладная лингвистика;2014;Спиридонов Дмитрий Владимирович;Воронина Татьяна Михайловна;да;2017, 2018, 2019;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;нет;нет;нет
9113;8639;45.04.01/08.02;Преподавание русского языка как иностранного;;Уральский гуманитарный институт;Действующая до завершения срока освоения;Магистр;русского языка для иностранных учащихся;ФГОС ВО;45.00.00 Языкознание и литературоведение;'45.04.01';Филология;2014;Спиридонов Дмитрий Владимирович;Филатова Екатерина Руслановна;да;2017, 2018, 2019;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;нет;нет;нет
11866;8936;38.04.03/03.02;Технологии в управлении персоналом;;Уральский гуманитарный институт;Действующая до завершения срока освоения;Магистр;управления персоналом и психологии;ФГОС ВО;38.00.00 Экономика и управление;'38.04.03';Управление персоналом;2016;Пермякова Маргарита Евгеньевна;Гафурова Татьяна Рузальевна;да;2017, 2018, 2019;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2.6;нет;нет;нет
11861;8931;37.04.01/07.02;Психологическое и организационное консультирование;;Уральский гуманитарный институт;Действующая до завершения срока освоения;Магистр;общей и социальной психологии;ФГОС ВО;37.00.00 Психологические науки;'37.04.01';Психология;2016;Пермякова Маргарита Евгеньевна;;да;2016, 2017, 2018, 2019;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2.6;2.6;нет;нет;нет
9321;8765;38.04.03/01.02;Управление обучением, конкурентоспособностью, трудоустройством и профессиональной карьерой персонала;;Уральский гуманитарный институт;Действующая до завершения срока освоения;Магистр;управления персоналом и психологии;ФГОС ВО;38.00.00 Экономика и управление;'38.04.03';Управление персоналом;2014;Пермякова Маргарита Евгеньевна;Гафурова Татьяна Рузальевна;да;2016, 2017;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2.6;нет;нет;нет
11322;8663;44.04.01/01.02;Проектная и экспертно-аналитическая деятельность педагога;;Уральский гуманитарный институт;Действующая до завершения срока освоения;Магистр;педагогики и психологии образования;ФГОС ВО;44.00.00 Образование и педагогические науки;'44.04.01';Педагогическое образование;2015;Пермякова Маргарита Евгеньевна;;да;2018;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2.6;нет;нет;нет
13003;10188;38.04.03/33.02;Управление обучением, конкурентноспособностью, трудоустройством и профессиональной карьерой персонала;;Уральский гуманитарный институт;Действующая до завершения срока освоения;Магистр;школа академического и проектного развития (школа);СУОС;38.00.00 Экономика и управление;'38.04.03';Управление персоналом;2020;Пермякова Маргарита Евгеньевна;Гафурова Алёна Александровна;да;2020, 2021;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;нет;нет;нет
12974;10159;37.04.01/33.01;Психологическое и организационное консультирование;;Уральский гуманитарный институт;Действующая до завершения срока освоения;Магистр;школа академического и проектного развития (школа);СУОС;37.00.00 Психологические науки;'37.04.01';Психология;2020;Пермякова Маргарита Евгеньевна;;да;2020, 2021;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;нет;нет;нет
12977;10162;38.04.03/33.01;Технологии в управлении персоналом;;Уральский гуманитарный институт;Действующая до завершения срока освоения;Магистр;школа академического и проектного развития (школа);СУОС;38.00.00 Экономика и управление;'38.04.03';Управление персоналом;2020;Пермякова Маргарита Евгеньевна;Гафурова Татьяна Рузальевна;да;2020, 2021;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;нет;нет;нет
12978;10163;44.04.01/33.01;Проектная и экспертно-аналитическая деятельность педагога;;Уральский гуманитарный институт;Действующая до завершения срока освоения;Магистр;школа академического и проектного развития (школа);СУОС;44.00.00 Образование и педагогические науки;'44.04.01';Педагогическое образование;2020;Пермякова Маргарита Евгеньевна;;да;2020, 2021;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;нет;нет;нет
12680;9866;41.03.04/33.01;Технологии управления политическими процессами;;Уральский гуманитарный институт;Действующая до завершения срока освоения;Бакалавр;политологии и социологии (департамент);СУОС;41.00.00 Политические науки и регионоведение;'41.03.04';Политология;2019;Сысолятина Елена Леонидовна;;да;2019, 2020, 2021;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;нет;нет;нет
9108;8635;41.03.04/01.02;Политология;;Уральский гуманитарный институт;Действующая до завершения срока освоения;Бакалавр;политологии и социологии (департамент);ФГОС ВО;41.00.00 Политические науки и регионоведение;'41.03.04';Политология;2014;Сысолятина Елена Леонидовна;;да;2015, 2016, 2017, 2018;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;нет;нет;нет
9195;8691;50.04.03/02.02;Синтез искусств;;Уральский гуманитарный институт;Действующая до завершения срока освоения;Магистр;истории искусств и музееведения;ФГОС ВО;50.00.00 Искусствознание;'50.04.03';История искусств;2014;Галеева Тамара Александровна;Склярова Мария Николаевна;нет;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;нет;нет;нет
11881;8951;50.04.03/04.02;Искусство России: на границах Востока и Запада;;Уральский гуманитарный институт;Действующая до завершения срока освоения;Магистр;истории искусств и музееведения;ФГОС ВО;50.00.00 Искусствознание;'50.04.03';История искусств;2016;Авдеева Вера Владимировна;Склярова Мария Николаевна;нет;2016, 2017;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2.6;нет;нет;нет
11813;8874;54.04.01/02.02;Неоиндустриальный гуманистический дизайн;;Уральский гуманитарный институт;Действующая до завершения срока освоения;Магистр;культурологии и дизайна;ФГОС ВО;54.00.00 Изобразительное и прикладные виды искусств;'54.04.01';Дизайн;2014;Авдеева Вера Владимировна;Курумчина Анна Эдхемовна;нет;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;нет;нет;частично
9145;8662;51.04.01/03.02;Проектная деятельность в сфере культуры;;Уральский гуманитарный институт;Действующая до завершения срока освоения;Магистр;культурологии и социально-культурной деятельности;ФГОС ВО;51.00.00 Культуроведение и социокультурные проекты;'51.04.01';Культурология;2015;Авдеева Вера Владимировна;Склярова Мария Николаевна;нет;2017, 2018;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;да;нет;нет
8850;8485;54.04.01/01.02;Графический дизайн;;Уральский гуманитарный институт;Действующая до завершения срока освоения;Магистр;культурологии и дизайна;ФГОС ВО;54.00.00 Изобразительное и прикладные виды искусств;'54.04.01';Дизайн;2014;Авдеева Вера Владимировна;Шутова Светлана Валентиновна;да;2017, 2018, 2019;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;нет;нет;нет
12706;9892;50.04.03/33.01;Экспертиза и реставрация объектов культуры;;Уральский гуманитарный институт;Действующая до завершения срока освоения;Магистр;истории искусств и музееведения;СУОС;50.00.00 Искусствознание;'50.04.03';История искусств;2019;Авдеева Вера Владимировна;Склярова Мария Николаевна;да;2019;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;нет;нет;нет
12707;9893;51.04.01/33.01;Проектная деятельность в сфере культуры;;Уральский гуманитарный институт;Действующая до завершения срока освоения;Магистр;культурологии и социально-культурной деятельности;СУОС;51.00.00 Культуроведение и социокультурные проекты;'51.04.01';Культурология;2019;Авдеева Вера Владимировна;Склярова Мария Николаевна;да;2019;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;нет;нет;нет
12708;9894;51.04.03/33.01;Ивент-менеджмент и продюсирование в аудиовизуальной сфере;;Уральский гуманитарный институт;Действующая до завершения срока освоения;Магистр;культурологии и социально-культурной деятельности;СУОС;51.00.00 Культуроведение и социокультурные проекты;'51.04.03';Социально-культурная деятельность;2019;Авдеева Вера Владимировна;Склярова Мария Николаевна;нет;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;нет;нет;нет
8802;8453;51.04.03/01.02;Аудиовизуальные коммуникации и медиатехнологии в социально-культурной деятельности;;Уральский гуманитарный институт;Действующая до завершения срока освоения;Магистр;культурологии и социально-культурной деятельности;ФГОС ВО;51.00.00 Культуроведение и социокультурные проекты;'51.04.03';Социально-культурная деятельность;2014;Авдеева Вера Владимировна;Склярова Мария Николаевна;нет;2017, 2018;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;нет;нет;нет
