title;authors;status;type;created;keywords;link
Введение в экономическую теорию;"Бархатова Н.Н.;Голубина В.В.;Каргапольцева Т.А.";ЭОР УрФУ;;20.06.2013;;https://study.urfu.ru/Aid/ViewMeta/11712
Диагностика материалов методами электронной микроскопии;Кузнецов Д.К.;ЭОР УрФУ;;20.06.2013;;https://study.urfu.ru/Aid/ViewMeta/11713
Отечественная история;"Дмитриев Н.И.;Лебедев В.Э.;Петухова И.В.;Флягин В.А.";ЭОР УрФУ;;20.06.2013;"Историческое время;историческое пространство;функции исторического знания;методы исторического познания;исторический факт;исторические школы;исторический источникВеликое переселение народов;этногенез;племя;племенной союз;народность;государство;князь;бояре;Боярская дума;вече;крестьяне-общинники;удельные княжества;вотчина;митрополитВозвышение Москвы;централизация;сословно-представительная монархия;приказы;поместье;дворяне;местничество;кормление;крепостное пра";https://study.urfu.ru/Aid/ViewMeta/11714
Основы практической грамотности (Практическая грамотность);"Климова О.В.;Промах Л.В.";ЭОР УрФУ;;20.06.2013;"ЯЗЫК И РЕЧЬ;КУЛЬТУРА РЕЧИ;ЛИТЕРАТУРНЫЙ ЯЗЫКОБЩЕНИЕ;РЕЧЕВОЕ ОБЩЕНИЕ;КОММУНИКАТИВНЫЕ КАЧЕСТВА РЕЧИ;ПРАВИЛЬНОСТЬ РЕЧИ;ТОЧНОСТЬ РЕЧИ;ЯСНОСТЬ РЕЧИ;УМЕСТНОСТЬ РЕЧИ;ЧИСТОТА РЕЧИ;ЛОГИЧНСОТЬ РЕЧИ;БОГАТСТВО РЕЧИ;ВЫРАЗИТЕЛЬНОСТЬ РЕЧИНОРМА ЛИТЕРАТУРНОГО ЯЗЫКА;ИМПЕРАТИВНАЯ НОРМА;ДИСПОЗИТИВНАЯ НОРМА;ОРФОЭПИЧЕСКИЕ НОРМЫ;ОРФОГРАФИЧЕСКИЕ НОРМЫ;ПРИНЦИПЫ РУССКОЙ ОРФОГРАФИИ;ПУНКТУАЦИОННЫЕ НОРМЫ;ПРИНЦИПЫ РУССКОЙ ПУНКТУАЦИИЛЕКСИЧЕСКОЕ ЗНАЧЕНИЕ;ЛЕКСИЧЕСКАЯ СОЧЕТАЕМОСТЬ;АНТОНИМЫ;";https://study.urfu.ru/Aid/ViewMeta/11715
Квалиметрия;Шапошников В.А.;ЭОР УрФУ;;20.06.2013;"Качество с позиции разработчика;качество с позиции производителя;качество с позиции потребителя;управление качеством.Этапы становления квалиметрии;квалиметрия как наука;объект квалиметрии;предмет квалиметрии;структура квалиметрии;задачи квалиметрии;единичный;обобщенный;комплексный;интегральный показатели.Шкала;шкала наименований;шкала порядка;шкала интервалов;шкала отношений;шкала абсолютных значений;предпочтительные числа;квалитет;измерение;прямые;косвенные;со";https://study.urfu.ru/Aid/ViewMeta/11716
Уравнения математической физики;"Мельников Ю.Б.;Мельникова Н.В.";ЭОР УрФУ;;21.06.2013;"метод Гаусса;формулы Крамера;системы линейных уравнений;однородная система линейных уравнений;линейные операторы";https://study.urfu.ru/Aid/ViewMeta/11717
Автоматизированные системы управления технологическими процессами;"Лукинских А.В.;Николаев А.Ю.";ЭОР УрФУ;;21.06.2013;"SCADA;погрешность;система;процесс;проектирование;автоматизация";https://study.urfu.ru/Aid/ViewMeta/11718
Теплообменники энергетических установок;"Аронсон К.Э.;Бродов Ю.М.";ЭОР УрФУ;;21.06.2013;;https://study.urfu.ru/Aid/ViewMeta/11720
Педагогика;0;ЭОР УрФУ;;21.06.2013;;https://study.urfu.ru/Aid/ViewMeta/11721
Методология и методика научного исследования. Организация и проведение социологических исследований;0;Авторская редакция;;21.06.2013;;https://study.urfu.ru/Aid/ViewMeta/11722
Математические и инструментальные методыподдержки принятия решений;0;ЭОР УрФУ;;21.06.2013;;https://study.urfu.ru/Aid/ViewMeta/11725
Теория вероятностей и математическая статистика;Крохин А.Л.;ЭОР УрФУ;;24.06.2013;"мультимедийность;визуализация;интерактивность";https://study.urfu.ru/Aid/ViewMeta/11727
Спецкурс по проектированию конструкций;"Крохалев В.Г.;Куршпель В.Х.";ЭОР УрФУ;;25.06.2013;;https://study.urfu.ru/Aid/ViewMeta/11728
Технологии изготовления металлических конструкций и сварка;Крохалев В.Г.;ЭОР УрФУ;;25.06.2013;;https://study.urfu.ru/Aid/ViewMeta/11729
Железобетонные и каменные конструкции Ч.1 ;"Беляева З.В.;Краюшкин О.Н.;Куршпель В.Х.;Шерстобитова И.А.";ЭОР УрФУ;;25.06.2013;;https://study.urfu.ru/Aid/ViewMeta/11730
Железобетонные и каменные конструкции Ч.2;"Беляева З.В.;Краюшкин О.Н.;Куршпель В.Х.;Шерстобитова И.А.";ЭОР УрФУ;;25.06.2013;;https://study.urfu.ru/Aid/ViewMeta/11731
Конструкции из дерева и пластмасс;"Беляева З.В.;Шур И.П.";ЭОР УрФУ;;25.06.2013;;https://study.urfu.ru/Aid/ViewMeta/11732
Теоретическая механика;Романовская Е.М.;ЭОР УрФУ;;25.06.2013;;https://study.urfu.ru/Aid/ViewMeta/11733
Автоматизация строительного проектирования;"Беляева З.В.;Шерстобитова И.А.";ЭОР УрФУ;;25.06.2013;;https://study.urfu.ru/Aid/ViewMeta/11734
Металлургия черных металлов;Лозовая Е.Ю.;ЭОР УрФУ;;25.06.2013;;https://study.urfu.ru/Aid/ViewMeta/11735
Оценка собственности;"Ларионова В.А.;Топал Е.Г.";ЭОР УрФУ;;25.06.2013;;https://study.urfu.ru/Aid/ViewMeta/11736
Организация машиностроительного производства;"Баранчикова С.Г.;Минеева Т.А.";ЭОР УрФУ;;25.06.2013;;https://study.urfu.ru/Aid/ViewMeta/11737
Теория решения изобретательских задач;Подоляк О.О.;ЭОР УрФУ;;25.06.2013;;https://study.urfu.ru/Aid/ViewMeta/11738
Системы поддержки принятия решений;Аксенов К.А.;ЭОР УрФУ;;25.06.2013;;https://study.urfu.ru/Aid/ViewMeta/11739
Теория статистики;Обухов  О.В.;ЭОР УрФУ;;25.06.2013;;https://study.urfu.ru/Aid/ViewMeta/11741
Физика. ч.3. ;"Звездина Н.А.;Чащухина Т.И.;Шмакова К.Ю.";ЭОР УрФУ;;25.06.2013;;https://study.urfu.ru/Aid/ViewMeta/11742
Машиностроительное черчение. (Начертательная геометрия. Инженерная и компьютерная графика );Нестерова Т.В.;ЭОР УрФУ;;25.06.2013;;https://study.urfu.ru/Aid/ViewMeta/11743
Системы реального времени;Томилов А.В.;ЭОР УрФУ;;25.06.2013;"Система реального времени;режим реального времени;системы постоянной готовности;системы промышленной автоматизации;время реакции СРВ;прерывание;надёжность. Программа;процессор;процесс;стек;состояние процесса;виртуальная память;межпроцессное взаимодействие;разделяемая память;семафор;сигнал;почтовый ящик;событие;поток;ресурс;приоритет;многозадачная система;линковка;циклический алгоритм планирования;разделение времени;приоритетная многозадачность с вытеснением;ресурс;крит";https://study.urfu.ru/Aid/ViewMeta/11744
Компьютерное проектирование технологии;Гайсин Н.В.;ЭОР УрФУ;;26.06.2013;;https://study.urfu.ru/Aid/ViewMeta/11745
Функциональное программирование;Лахтин А.С.;ЭОР УрФУ;;26.06.2013;;https://study.urfu.ru/Aid/ViewMeta/11746
Математический анализ  ;Борбунов А.Н.;ЭОР УрФУ;;26.06.2013;;https://study.urfu.ru/Aid/ViewMeta/11747
Информатика и программирование  ;Борбунов А.Н.;ЭОР УрФУ;;26.06.2013;;https://study.urfu.ru/Aid/ViewMeta/11748
Русский язык и культура речи  ;Павлова Н.С.;ЭОР УрФУ;;26.06.2013;;https://study.urfu.ru/Aid/ViewMeta/11749
Дискретная математика  ;Верников Б.М.;ЭОР УрФУ;;26.06.2013;;https://study.urfu.ru/Aid/ViewMeta/11750
Алгебра и геометрия;Верников Б.М.;ЭОР УрФУ;;26.06.2013;;https://study.urfu.ru/Aid/ViewMeta/11751
Пакеты прикладных программ  ;Елфимова Е.А.;ЭОР УрФУ;;26.06.2013;;https://study.urfu.ru/Aid/ViewMeta/11752
Скрипты;Солодушкин С.И.;ЭОР УрФУ;;26.06.2013;;https://study.urfu.ru/Aid/ViewMeta/11753
Объектно-ориентированное программирование;Лахтин А.С.;ЭОР УрФУ;;26.06.2013;;https://study.urfu.ru/Aid/ViewMeta/11754
Проектирование информационных систем;Шарипова Н.Н.;ЭОР УрФУ;;26.06.2013;;https://study.urfu.ru/Aid/ViewMeta/11755
Теория вероятностей и математическая статистика ;Логинов М.И.;ЭОР УрФУ;;26.06.2013;;https://study.urfu.ru/Aid/ViewMeta/11756
Математика в социально-гуманитарной сфере, математические методы в гуманитарных исследованиях;Борбунов А.Н.;ЭОР УрФУ;;26.06.2013;;https://study.urfu.ru/Aid/ViewMeta/11757
Компьютерная графика;Лахтин А.С.;ЭОР УрФУ;;26.06.2013;;https://study.urfu.ru/Aid/ViewMeta/11758
Лингвокульторология;Енина Л.В.;ЭОР УрФУ;;26.06.2013;;https://study.urfu.ru/Aid/ViewMeta/11759
Педагогика;Рыбцова Л.Л.;ЭОР УрФУ;;26.06.2013;;https://study.urfu.ru/Aid/ViewMeta/11760
Технологии программирования;Щелкунов М.Л.;ЭОР УрФУ;;01.07.2013;"Система;управление;системный подходПрямая связь;обратная связь;управляющее воздействие;вектор цели управленя;вектор ошибки управления;регуляторуправление по отклонениюсистемы стабилизации;следящие системы;замкнутые системы;разомкнутые системыфункциональная схема устройства;структурная схемапространство состоянийМодели типа ""вход - выход"";графовые моделиКритерий устойчивостиПеререгулирование;ПИД-регуляторцифровая система упра";https://study.urfu.ru/Aid/ViewMeta/11761
Математика;Трояновская Л.Ю.;ЭОР УрФУ;;01.07.2013;"Определитель;главная диагональ;побочная диа-гональ;правило треугольников;порядок опреде-лителя;метод понижения порядка;минор эле-мента;алгебраическое дополнение.Матрица;размерность матрицы;умножение матриц;треугольная матрица;диагональная матрица;единичная матрицаРанг матрицы;базисный минор;элементарные преобразования;присоединенная матрица;об-ратная матрица;главный определитель;минор матрицы;базисный минор;матричные уравне-нияМатрица системы;расширенная ма";https://study.urfu.ru/Aid/ViewMeta/11764
Методы оптимизации;Москалев И.М.;ЭОР УрФУ;;02.07.2013;Ситуация. Ситуационная система. Классификация ситуационных систем. Ситуационный центр и его структура. Классификация СЦ. Концепция построения ситуационного центра ППР на основе мультиагентной имитационной модели муниципального образования. Концепция объединения имитационного моделирования с аппаратом экспертных оценок. Функции системы моделирования.;https://study.urfu.ru/Aid/ViewMeta/11765
Информатика;"Лашманова Н.А.;Макаров Э.П.";ЭОР УрФУ;УМК;02.07.2013;"история появления и развития ЭВМ;принципы Фон Неймана;персональный компьютер;структура ПК;центральный процессор;память;устройства ввода/вывода;программное обеспечение;системное программное обеспечение;операционная система;сервисное программное обеспечение;пакеты прикладных программ;офисные приложения;файловая система;файл;каталог;дерево каталогов;путь к файлу;имя файла;полное имя файла;графический пользовательский интерфейс;рабочий стол;панель задач;главное меню;окно доку";https://study.urfu.ru/Aid/ViewMeta/11766
Философия;Устинов В.А.;Авторская редакция;Ссылка;02.07.2013;;https://study.urfu.ru/Aid/ViewMeta/11767
Теория и практика противокоррозионной защиты;Ярославцева О.В.;ЭОР УрФУ;;02.07.2013;;https://study.urfu.ru/Aid/ViewMeta/11768
ПРОЕКТИРОВАНИЕ И РАЗРАБОТКА  БАЛЛЬНО-РЕЙТИНГОВОЙ СИСТЕМЫ ОЦЕНКИ УЧЕБНОЙ ДЕЯТЕЛЬНОСТИ СТУДЕНТОВ ПО ДИСЦИПЛИНАМ ООП;Солонин С.И.;ЭОР УрФУ;ЭИ;03.07.2013;"Инструкция;модуль;балльно-рейтинговая система;план БРС;технологическая карта;оценивание;студент;документация.";https://study.urfu.ru/Aid/ViewMeta/11769
ЭКОНОМИКА ПРЕДПРИЯТИЯ;"Бессонова Ю.А.;Дорман В.Н.";ЭОР УрФУ;ЭИ;04.07.2013;"Менеджмент;экономика;структура;предприятие;процесс;расчет;формула;оборот;средства;оплата;нормирование;продукт;себестоимость;персонал;показатель;цена;фонд.";https://study.urfu.ru/Aid/ViewMeta/11770
Психология физической культуры и спорта;"Малкин В.Р.;Рогалева Л.Н.";ЭОР УрФУ;;08.07.2013;"Отрасли психологии;житейская психология;психика;сознание;бессознательное;функциональная асимметрия мозга;история психологических учений;Самооценка;уровень притязаний;темперамент;агрессивность;направленность личности;эмоционально-волевая регуляция";https://study.urfu.ru/Aid/ViewMeta/11771
Английский язык для гуманитарных специальностей 1 семестр;"Ковальчук Н.Н.;Чечулина Н.П.";ЭОР УрФУ;;30.08.2013;;https://study.urfu.ru/Aid/ViewMeta/11772
Английский язык для гуманитарных специальностей 2 семестр;"Ковальчук Н.Н.;Чечулина Н.П.";ЭОР УрФУ;;30.08.2013;;https://study.urfu.ru/Aid/ViewMeta/11773
Английский язык для гуманитарных специальностей 3 семестр;"Ковальчук Н.Н.;Чечулина Н.П.";ЭОР УрФУ;;30.08.2013;;https://study.urfu.ru/Aid/ViewMeta/11774
Английский язык для гуманитарных специальностей 4 семестр;"Ковальчук Н.Н.;Чечулина Н.П.";ЭОР УрФУ;;30.08.2013;;https://study.urfu.ru/Aid/ViewMeta/11775
Иностранный язык 2 курс 3 семестр;"Аверкова О.В.;Болдовская Ю.В.;Джавадова Л.М.";ЭОР УрФУ;;30.08.2013;;https://study.urfu.ru/Aid/ViewMeta/11776
Концепция современного естествознания;"Бабушкин А.Н.;Мальцев А.В.;Пауков А.Г.;Тептина А.Ю.";Авторская редакция;;05.09.2013;;https://study.urfu.ru/Aid/ViewMeta/11777
Основы этики и эстетики. (часть 2. Основы этики);"Гудова М.Ю.;Лебедева Г.В.;Немченко Л.М.;Рубцова Е.В.";ЭОР УрФУ;;05.09.2013;;https://study.urfu.ru/Aid/ViewMeta/11778
ОСНОВЫ ОРГАНИЗАЦИИ НАУЧНО-ИССЛЕДОВАТЕЛЬСКОЙ  РАБОТЫ В ПОЛИГРАФИИ И ВЕБ-ДИЗАЙНЕ  ;"Колмогоров Ю.Н.;Сергеев А.П.;Тарасов Д.А.;Тягунов А.Г.";ЭОР УрФУ;ЭИ;19.09.2013;"Работа;наука;ученая степень;ученое звание;исследование;метод;тема;издание;структура;текст;рубрика;стиль;таблица;источник;доклад;диплом;реферат;шкала;интервал;полиграфия.";https://study.urfu.ru/Aid/ViewMeta/11781
ЗАЩИТА ИНФОРМАЦИИ: АУТЕНТИФИКАЦИЯ И РАЗГРАНИЧЕНИЕ ДОСТУПА;Кибардин А.В.;ЭОР УрФУ;ЭИ;19.09.2013;"Пароль;подлинность;доступ;документ;файл;книга;аутентификация;пользователь;режим;учетная запись.";https://study.urfu.ru/Aid/ViewMeta/11782
Разработка обучающего модуля по дессименированным заболеваниям легких в системе 3D-визуализации: электронный учебно-методический комплекс;"Маркина С.Э.;Менщикова Т.А.";ЭОР УрФУ;;23.09.2013;Диссеминированные заболевания легких;https://study.urfu.ru/Aid/ViewMeta/11783
РАДИОТЕХНИЧЕСКИЕ СИСТЕМЫ ПЕРЕДАЧИ ИНФОРМАЦИИ;Манохин А.Е.;ЭОР УрФУ;ЭИ;25.09.2013;"Процесс;сообщение;дискретизация;квантование;модуляция;сигнал;канал;информация;кодирование;радиосистемы;параметры;передача.";https://study.urfu.ru/Aid/ViewMeta/11784
УПРАВЛЕНИЕ ВЫЧИСЛЕНИЯМИ В СРЕДЕ MathCaD;"Аверьянова А.Н.;Полупанова Т.И.";ЭОР УрФУ;ЭИ;27.09.2013;"Интерфейс;пользователь;массив;график;уравнение;система.";https://study.urfu.ru/Aid/ViewMeta/11785
ОПРЕДЕЛЕНИЕ ХАРАКТЕРИСТИК ЦЕНТРОБЕЖНОГО НАСОСА;Лаптева Н.Е.;ЭОР УрФУ;;27.09.2013;"Насос;установка;опыт;расчет;формула;график;измерение;прибор;мощность;напор.";https://study.urfu.ru/Aid/ViewMeta/11786
МЕТОДЫ ОЧИСТКИ ПРОМЫШЛЕННЫХ И СТОЧНЫХ ВОД. Часть I;Сидорова Л.П.;ЭОР УрФУ;ЭИ;30.09.2013;"Очистка;фильтрование;отстойник;сточные воды;адсорбция;обессоливание;флоратор;озонирование;фильтр;гидроциклон;аэротенк.";https://study.urfu.ru/Aid/ViewMeta/11787
Химия;"Антропова О.А.;Вайтнер В.В.;Иванов М.Г.";ЭОР УрФУ;УМК;09.10.2013;;https://study.urfu.ru/Aid/ViewMeta/11788
Технология плавки драгоценных металлов;Груздева И.А.;Авторская редакция;УМК;10.10.2013;;https://study.urfu.ru/Aid/ViewMeta/11789
Планирование на предприятии;"Высоцкая Н.Я.;Румянцева А.В.";ЭОР УрФУ;ЭИ;17.10.2013;"Планирование;прогнозирование;персонал;производство;реализация;труд;производительность;себестоимость;издержки;финансы.";https://study.urfu.ru/Aid/ViewMeta/11790
Инженерная и компьютерная графика;"Белоусова В.А.;Истомина Э.Э.;Конакова И.П.;Осипов А.А.";Авторская редакция;УМК;31.10.2013;;https://study.urfu.ru/Aid/ViewMeta/11791
Материаловедение;Оленева О.А.;Авторская редакция;УМК;06.11.2013;;https://study.urfu.ru/Aid/ViewMeta/11792
Физическая химия;Герасимова Е.С.;Авторская редакция;УМК;11.11.2013;"Гранулометрия;калориметрия;диференциально-термический анализ;рентгенографический анализ;Законы термодинамики;энтальпия;энтропия;энергия Гиббса;теплоемкость";https://study.urfu.ru/Aid/ViewMeta/11793
Физическая химия строительных материалов;Герасимова Е.С.;Авторская редакция;УМК;11.11.2013;"Предмет;цели;задачи;кристаллохимия;решетка;дефекты;основной закон строения;твердый раствор;гранулометрия;калориметрия;диференциально-термический анализ;рентгенографический анализ;суспензия;эмульсия;дисперсная среда;дисперсионная среда;мицелла";https://study.urfu.ru/Aid/ViewMeta/11794
Основы производства строительных материалов;"Грибенюк В.М.;Капустин Ф.Л.;Комарова Н.П.";Авторская редакция;УМК;12.11.2013;"Отрасль;классификация;технология;перспективы;стандартизация. Продукция;эксплуатация;сборочные единицы;технологическая документация. Сырьевые материалы. Технологические процессы и операции. Горные породы. Породообразующие минералы. Разработка;обработка камня;защита от коррозии. Воздушные вяжущие вещества. Гидравлические вяжущие вещества. Строительные растворы. Бетоны. Железобетонные изделия и конструкции. Глины. Плавни;отощители;добавки;глазури;ангобы. Сушка;обжиг. Строительно";https://study.urfu.ru/Aid/ViewMeta/11795
Техногенные отходы в производстве строительных материалов;"Жулидов В.Л.;Комарова Н.П.;Пономаренко А.А.";Авторская редакция;УМК;12.11.2013;"Концепция;устойчивое развитие. Концепция;устойчивое развитие;экология;уровни воздействия. Природные ресурсы;материальный баланс;промышленное производство. Промышленные отходы;побочные продукты;попутные продукты. Классификация;промышленные отходы;побочные продукты;попутные продукты. Техногенные продукты;вторичное сырьё;депонирование. Предельно допустимые концентрации;выбросы;сбросы. Промышленные комплексы. Металлургия;шлаки;кристаллизация;стеклование. Золы уноса;отвальные золы.";https://study.urfu.ru/Aid/ViewMeta/11796
Организация машиностроительного производства;Минеева Т.А.;Авторская редакция;;12.11.2013;"Основные принципы унификации и стандартизации в машиностроении;основные принципы анализа организационно-технического уровня производства;основные закономерности и принципы научной организации производства и т. д.";https://study.urfu.ru/Aid/ViewMeta/11797
Теория решения изобретательских задач;Минеева Т.А.;Авторская редакция;;12.11.2013;;https://study.urfu.ru/Aid/ViewMeta/11798
Электроснабжение с основами электротехники - Электромеханика в экспериментах;Лобунец О.Д.;Авторская редакция;;12.11.2013;"Электроснабжение зданий и сооружений;электрооборудование";https://study.urfu.ru/Aid/ViewMeta/11799
Электроснабжение с основами электротехники ;Лобунец О.Д.;Авторская редакция;;12.11.2013;Устройство и принцип работы электрических машин и электрооборудования;https://study.urfu.ru/Aid/ViewMeta/11800
Кристаллография и минералогия;"Капустин Ф.Л.;Логинов В.Н.;Сергеева В.В.";Авторская редакция;УМК;12.11.2013;"Геология;минералогия;кристаллография. Кристаллическая решетка;грань;ребро;вершина. Симметрия;сингония;центр инверсии;плоскость;ось. Элементарная ячейка;решетка Бравэ;изоморфизм;полиморфизм. Плотность;твердость;спайность;цвет;блеск;прозрачность;шкала Мооса;магнетизм. Минералогия;петрография;горная порода;минерал. Магматизм;метаморфизм;седиментагенез. Минеральный индивид;агрегат. Систематика;кристаллохимия. Магматизм;интрузия;вулканизм;жила;дайка. Диагенез;эпигенез;";https://study.urfu.ru/Aid/ViewMeta/11801
Физическая химия силикатных и тугоплавких материалов;"Земляной К.Г.;Кащеев И.Д.;Павлова И.А.";Авторская редакция;УМК;13.11.2013;"Элементарный кремний;квантово – электронное строение кремния;зонное строение кремния;водородная связь;структура силикатов;дефекты кристаллической решетки;классификации дефектов;нестехиометрические оксиды";https://study.urfu.ru/Aid/ViewMeta/11802
Практика;"Земляной К.Г.;Кащеев И.Д.;Павлова И.А.";Авторская редакция;УМК;15.11.2013;"Сырьевые материалы;технологическая линия производства;основное и вспомогательное оборудование";https://study.urfu.ru/Aid/ViewMeta/11803
Практика;"Земляной К.Г.;Кащеев И.Д.;Павлова И.А.";Авторская редакция;УМК;15.11.2013;"Сырьевые материалы;технологическая линия производства;основное и вспомогательное оборудование";https://study.urfu.ru/Aid/ViewMeta/11804
Практика;"Земляной К.Г.;Кащеев И.Д.";Авторская редакция;УМК;15.11.2013;"Сырьевые материалы;технологическая линия производства;основное и вспомогательное оборудование";https://study.urfu.ru/Aid/ViewMeta/11805
Технология и служба огнеупоров;Земляной К.Г.;Авторская редакция;УМК;15.11.2013;Пористость огнеупоров. Виды пористости. Методы определения пористости. Газопроницаемость огнеупоров. Взаимосвязь газопроницаемости и пористости. Удельная поверхность огнеупоров. Внешняя и полная удельные поверхности. Механическая прочность при обычных температурах.	Механическая прочность при повышенных температурах.;https://study.urfu.ru/Aid/ViewMeta/11806
Технология огнеупоров;"Иванова А.В.;Кащеев И.Д.";Авторская редакция;УМК;15.11.2013;"Периклазовые (высокомагнезиальные) огнеупоры;сырье для производства периклазовых огнеупоров;физико-химические основы производства периклазовых огнеупоров";https://study.urfu.ru/Aid/ViewMeta/11807
Технология огнеупорных материалов и изделий;"Земляной К.Г.;Иванова А.В.;Кащеев И.Д.;Павлова И.А.";Авторская редакция;УМК;15.11.2013;"Огнеупорные бетоны;мертели;растворы и глазурные покрытия;изделия из кварцевого стекла";https://study.urfu.ru/Aid/ViewMeta/11808
Технология специальных огнеупоров;Кащеев И.Д.;Авторская редакция;УМК;15.11.2013;"Мертели;растворы;бетоны;огнеупорное волокно;технология неформованных материалов и т. д.";https://study.urfu.ru/Aid/ViewMeta/11809
Теоретические основы технологии огнеупоров;"Земляной К.Г.;Иванова А.В.;Кащеев И.Д.;Павлова И.А.";Авторская редакция;УМК;15.11.2013;Механическая прочность огнеупоров при обычной температуре. Теоретическая прочность огнеупоров. Влияние пористости на прочность при нормальной температуре. Мера хрупкости. Механика разрушения. Деформация под нагрузкой при высоких температурах. Ползучесть. Диффузионный крип;https://study.urfu.ru/Aid/ViewMeta/11810
Служба огнеупоров;"Земляной К.Г.;Иванова А.В.;Кащеев И.Д.;Павлова И.А.";Авторская редакция;УМК;15.11.2013;Феноменологическое описание. Критерий взаимодействия;https://study.urfu.ru/Aid/ViewMeta/11811
Современные методы контроля физико-химических свойств и состава вторичного сырья техногенных отходов;"Карелов С.В.;Сергеев В.А.;Сергеева Ю.Ф.";Авторская редакция;УМК;18.11.2013;"Оптические методы (ИК - спектроскопия;атомно-эмиссионный анализ;атомно-абсорбционный анализ;фотометрия;люминисцентный анализ;турбидиметрия;нефелометрия)";https://study.urfu.ru/Aid/ViewMeta/11812
Особенности маркетинга в спорте;Обожина Д.А.;ЭОР УрФУ;УМК;19.11.2013;"Понятие маркетинга. Функции и принципы маркетинга. Понятие маркетинга. Предмет;цели и задачи маркетинга. Концепции управления маркетингом. Маркетинговая среда предприятия. Макросреда и микросреда. Маркетинговые исследования рынка";https://study.urfu.ru/Aid/ViewMeta/11813
Менеджмент в индустрии спорта;Обожина Д.А.;ЭОР УрФУ;УМК;19.11.2013;Специфика функций управления в сфере физиче-ской культуры и спорта. Планирование и прогнозиро-вание. Организация. Мотивация;https://study.urfu.ru/Aid/ViewMeta/11814
Основы безопасности на спортивных объектах;Буркова А.М.;ЭОР УрФУ;УМК;19.11.2013;"Общие требования;система видеонаблюдения;центр мониторинга спортивного объекта;плавательный бассейн;нор-мы максимальной загрузки бассейнов;санитарное обслуживание и т. д.";https://study.urfu.ru/Aid/ViewMeta/11815
Эффективность использования спортивных объектов;Буркова А.М.;ЭОР УрФУ;УМК;19.11.2013;"Система физкультурно-спортивных сооружений. Классификация спортивных объектов по назначению;по архитектурно-планировочным и объемно-конструктивным особенностям и др.";https://study.urfu.ru/Aid/ViewMeta/11816
Инфраструктура спортивных сооружений;Буркова А.М.;ЭОР УрФУ;УМК;19.11.2013;Основные нормы Единой классификации спортивных сооружений. Характеристика спортивных сооружений по специфики назначения и характеру использования. Крытые спортивные сооружения. Открытые спортивные площадки. Вспомогательные спортивные площадки и т. д.;https://study.urfu.ru/Aid/ViewMeta/11817
Экологический менеджмент;Дукмасова Н.В.;Авторская редакция;;19.11.2013;"Знание международных стандартов в области экологического менеджмента;умение анализировать результаты внедрения системы экологического менеджмента на предприятии;владение методическими основами внедрения системы экологического менеджмента и т. д.";https://study.urfu.ru/Aid/ViewMeta/11818
Экономика недвижимости ;Пластинина Ю.В.;Авторская редакция;;19.11.2013;"Понятие экологической оценки. Виды экологических факторов. Масштаб и механизм их влияния. Гедонистическая практика в оценке. Оценка воздействия на окружающую среду. Международные;Европейские и Российские стандарты оценки.";https://study.urfu.ru/Aid/ViewMeta/11819
Экономика и менеджмент в техносфере;Дукмасова Н.В.;Авторская редакция;;19.11.2013;;https://study.urfu.ru/Aid/ViewMeta/11820
Инновации на предприятиях сервиса;Кузьмин М.А.;ЭОР УрФУ;УМК;19.11.2013;Туроперейтинг. Экстерналии. Сертификация. Методы государственного регулирования международного туризма. Стратегическое планирование. Государственные инвестиции. Маркетинг туристических услуг и т. д.;https://study.urfu.ru/Aid/ViewMeta/11821
Экологическая оценка недвижимости;Пластинина Ю.В.;Авторская редакция;;19.11.2013;;https://study.urfu.ru/Aid/ViewMeta/11822
Планирование, организация и проведение спортивно-массовых мероприятий;Кузьмин М.А.;ЭОР УрФУ;УМК;19.11.2013;Спортивный менеджмент. Управленческая деятельность. Виды менеджмента. Планирование. Руководитель. Виды планов. Принципы планирования. Целевая комплексная программа. Планирование.;https://study.urfu.ru/Aid/ViewMeta/11823
Введение в специальность;Герасимова Е.С.;Авторская редакция;УМК;20.11.2013;"Технология новых цементов;классификация вяжущих веществ;современный цементный завод;цементная промышленность России;Гидравлические вяжущие;пуццолановые добавки;портландцемент";https://study.urfu.ru/Aid/ViewMeta/11824
Введение в специальность;Герасимова Е.С.;Авторская редакция;УМК;20.11.2013;"Строительные материалы;классификация;основное сырье;отходы промышленности;строительство;экономическая эффективность;Современные строительные материалы;новые технологии;энергосбережение;ресурсосбережение;экология производства";https://study.urfu.ru/Aid/ViewMeta/11825
Методы контроля и анализа веществ;Елфимова Л.Г.;Авторская редакция;УМК;27.11.2013;"Теоретические основы метода. Закон Ламберта – Бугера – Бера. Оптические свойства окрашенных соединений в растворах. Оптическая плотность растворов;цвет. Спектры поглощения; светофильтры;их выбор. Выбор реактива для образования окрашенного соединения. Отделение мешающих анализу ионов.Принципиальное устройство колориметра. Методы определения концентрации. Спектрофотометрический метод анализа;его возможности. Расчеты в фотоколориметрическом анализе.";https://study.urfu.ru/Aid/ViewMeta/11826
Основы безопасности на спортивных объектах;Буркова А.М.;ЭОР УрФУ;УМК;27.11.2013;"Безопасность;спортивный объект;демонстрационные сооружения;учебно-тренировочные и физкультурно-оздоровительные сооружения;Плавательный бассейн;нормы максимальной загрузки бассейнов;санитарное обслуживание";https://study.urfu.ru/Aid/ViewMeta/11827
